storage_issue_reported_l3m,approved_wh_govt_certificate,wh_age,transport_issue_l1y,temp_reg_mach,dist_from_hub,retail_shop_num,retail_distributor_ratio,workers_num,govt_check_l3m,product_wg_ton
12,2,14.0,1,1,210,4667,71.8,24.0,6,16151
26,4,14.0,0,0,70,2572,75.6470588235294,29.0,19,30140
26,2,21.0,0,1,98,4655,290.9375,29.0,25,33104
8,5,14.0,1,1,258,4995,108.58695652173913,36.0,26,10144
5,5,4.0,0,0,247,4177,90.80434782608695,34.0,11,6151
25,2,18.0,0,0,76,7499,129.29310344827587,28.0,10,34091
25,5,27.0,1,1,209,4992,131.3684210526316,27.0,9,33057
9,3,14.0,4,0,183,6745,210.78125,20.0,2,11126
11,4,14.0,0,0,241,4654,150.1290322580645,35.0,26,13085
4,5,14.0,0,1,139,3161,70.24444444444444,33.0,23,5112
23,2,19.0,2,0,157,4633,201.43478260869566,22.0,32,30068
28,4,23.0,1,0,268,5317,143.7027027027027,26.0,23,34097
19,1,14.0,0,0,255,2850,49.13793103448276,21.0,14,25144
0,6,2.0,0,0,146,2657,61.7906976744186,48.0,10,7141
5,1,14.0,3,0,59,5282,89.52542372881356,25.0,24,6072
7,5,9.0,1,0,238,9619,218.61363636363637,41.0,23,9102
29,1,14.0,2,1,112,4481,64.01428571428572,40.0,28,39125
25,4,24.0,0,1,226,3408,56.8,31.0,26,30070
32,2,23.0,0,0,185,4457,64.59420289855072,16.0,19,43067
23,5,14.0,0,1,117,5035,239.76190476190476,34.0,19,30099
4,3,14.0,2,0,232,3510,92.36842105263158,25.0,29,4102
25,2,14.0,4,1,93,6458,97.84848484848484,35.0,32,32127
25,5,26.0,0,0,76,5165,74.85507246376811,22.0,14,32134
24,4,21.0,0,0,164,3367,67.34,30.0,19,28100
11,2,8.0,1,0,137,6393,125.3529411764706,23.0,26,15110
17,4,14.0,0,0,257,4473,298.2,25.0,29,21145
11,4,14.0,0,0,151,5999,285.6666666666667,22.0,14,12143
28,5,19.0,0,0,204,3940,59.696969696969695,25.0,10,37121
20,5,14.0,1,0,157,4924,307.75,26.0,16,26140
39,1,23.0,0,1,250,4375,175.0,27.0,14,54150
5,2,4.0,0,0,121,7613,131.25862068965517,41.0,26,6094
0,6,14.0,0,0,69,5407,85.82539682539682,29.0,26,3135
14,5,14.0,0,0,96,5275,81.15384615384616,28.0,17,19058
5,4,5.0,0,0,221,4785,99.6875,31.0,29,7113
15,5,14.0,0,0,218,5222,137.42105263157896,35.0,28,20086
12,4,4.0,0,0,141,6690,180.8108108108108,16.0,24,15072
25,2,21.0,3,0,83,5557,135.53658536585365,31.0,10,31132
6,5,14.0,0,0,148,7039,100.55714285714286,28.0,15,8148
37,1,25.0,1,1,228,4550,146.7741935483871,19.0,25,49069
24,5,14.0,0,1,136,3907,84.93478260869566,20.0,19,34058
5,2,14.0,3,1,178,4241,61.46376811594203,24.0,26,7055
14,3,9.0,0,0,244,4348,117.51351351351352,25.0,5,16072
20,5,11.0,0,0,175,5017,85.03389830508475,23.0,19,25118
19,5,14.0,3,0,259,5102,255.1,34.0,3,24100
6,5,2.0,2,1,218,4880,99.59183673469387,25.0,21,8142
32,2,14.0,0,0,64,5183,323.9375,25.0,14,41114
5,5,14.0,1,0,225,4302,64.2089552238806,23.0,23,7106
9,2,14.0,0,0,195,5206,118.31818181818181,16.0,23,12143
24,1,26.0,0,1,162,4154,180.6086956521739,27.0,23,34089
21,5,14.0,1,1,241,5604,193.24137931034483,29.0,15,28101
8,5,14.0,0,0,206,3476,105.33333333333333,12.0,19,10098
16,5,12.0,0,0,95,4741,249.52631578947367,49.0,3,21105
18,5,14.0,0,0,245,3082,162.21052631578948,21.0,5,23111
18,3,12.0,0,0,242,8169,120.13235294117646,30.0,13,21138
20,5,11.0,0,1,100,5030,147.94117647058823,27.0,15,28111
15,4,14.0,3,0,80,6133,125.16326530612245,32.0,26,17141
10,4,5.0,0,0,94,3918,58.47761194029851,28.0,13,12099
7,5,14.0,0,0,98,5467,260.3333333333333,25.0,9,9088
25,1,18.0,0,1,168,4225,162.5,26.0,26,32059
15,3,11.0,1,0,144,3763,62.71666666666667,28.0,9,18072
0,6,2.0,0,0,183,4527,73.01612903225806,23.0,10,8076
18,3,14.0,0,1,56,4343,83.51923076923077,31.0,23,23115
6,5,3.0,0,1,107,6352,99.25,26.0,24,9109
6,5,3.0,4,1,68,5618,104.03703703703704,25.0,32,7126
21,5,22.0,1,0,118,3981,147.44444444444446,21.0,15,28071
24,1,23.0,3,1,188,4365,101.51162790697674,31.0,22,31129
31,3,22.0,0,1,81,5186,103.72,20.0,25,40149
37,1,14.0,0,0,245,3475,86.875,19.0,2,50133
9,3,14.0,0,0,266,5485,365.6666666666667,20.0,24,11096
18,2,8.0,0,0,134,3740,220.0,28.0,6,26121
12,4,5.0,0,0,111,5597,83.53731343283582,25.0,29,15080
25,3,21.0,0,0,223,5514,275.7,33.0,2,31103
37,4,25.0,0,0,214,5695,90.39682539682539,21.0,23,46110
21,5,14.0,2,0,226,6068,93.35384615384615,29.0,24,27119
5,4,5.0,0,0,175,4570,93.26530612244898,28.0,12,6087
30,3,14.0,0,0,138,6627,348.7894736842105,64.0,32,37059
22,2,20.0,0,0,182,4547,267.47058823529414,29.0,1,28121
11,1,6.0,0,1,61,4707,74.71428571428571,24.0,24,16126
11,2,9.0,3,1,106,3364,52.5625,26.0,26,15078
19,3,14.0,0,1,185,3614,86.04761904761905,23.0,26,22121
13,5,14.0,2,0,167,4093,127.90625,43.0,3,16119
5,5,14.0,0,0,143,5642,245.30434782608697,28.0,23,7091
29,3,19.0,0,0,231,5624,137.17073170731706,29.0,25,36086
6,1,14.0,1,1,161,6844,124.43636363636364,28.0,9,9097
5,5,2.0,1,1,132,7083,168.64285714285714,35.0,3,7121
39,2,24.0,0,0,222,4329,80.16666666666667,20.0,12,53124
5,5,14.0,1,0,74,5133,84.14754098360656,34.0,29,6106
14,3,7.0,0,1,268,5450,115.95744680851064,27.0,28,17108
7,5,5.0,0,1,230,3516,206.8235294117647,25.0,25,10094
23,1,19.0,0,1,137,4823,114.83333333333333,23.0,19,32133
13,1,14.0,1,1,139,6002,101.72881355932203,35.0,22,17059
0,6,0.0,0,0,56,6988,127.05454545454545,29.0,6,7147
35,3,27.0,0,0,241,6664,214.96774193548387,21.0,14,44090
26,2,21.0,0,0,205,4615,88.75,22.0,19,35062
0,6,1.0,0,0,88,4211,73.87719298245614,28.0,26,8123
25,2,14.0,0,0,250,4394,129.23529411764707,33.0,11,31111
21,4,14.0,0,1,165,5655,131.51162790697674,23.0,15,28099
24,2,14.0,1,0,258,2970,45.69230769230769,25.0,14,30089
29,4,23.0,0,1,252,4859,231.38095238095238,36.0,3,35134
20,5,14.0,0,0,61,3823,64.79661016949153,28.0,11,25091
13,1,14.0,0,0,112,6182,134.3913043478261,33.0,24,18080
4,5,2.0,1,0,131,2940,44.54545454545455,32.0,26,5110
12,4,14.0,0,0,204,3774,188.7,34.0,5,14097
18,4,14.0,1,0,147,6468,111.51724137931035,32.0,12,21103
24,4,14.0,0,0,194,6035,105.87719298245614,31.0,26,27105
20,1,13.0,1,1,86,4295,79.53703703703704,31.0,19,26110
19,2,14.0,1,0,219,3736,233.5,38.0,19,25134
23,5,18.0,0,0,132,3085,54.12280701754386,24.0,18,31134
15,3,14.0,3,0,198,4161,101.48780487804878,26.0,10,18056
15,3,14.0,0,0,58,6076,202.53333333333333,35.0,17,17108
5,5,6.0,0,0,195,5176,258.8,34.0,27,7056
18,2,11.0,0,0,78,5283,75.47142857142858,28.0,23,23089
23,4,14.0,0,0,188,5277,195.44444444444446,28.0,15,28093
34,5,27.0,0,0,127,5164,151.88235294117646,29.0,29,46060
18,1,15.0,0,1,113,4356,70.25806451612904,30.0,14,23073
10,4,14.0,0,0,134,6356,109.58620689655173,31.0,21,12112
9,2,14.0,0,0,143,4439,82.20370370370371,28.0,26,11130
23,3,14.0,0,0,256,5335,136.7948717948718,21.0,18,29104
6,1,4.0,3,1,253,5251,111.72340425531915,25.0,26,8123
24,1,21.0,0,1,179,4549,162.46428571428572,31.0,14,31099
6,2,14.0,2,0,94,4916,102.41666666666667,31.0,11,8057
15,1,14.0,0,1,206,4389,219.45,29.0,28,22091
34,5,21.0,0,1,213,4029,61.04545454545455,20.0,26,48083
18,4,13.0,3,0,209,3238,140.7826086956522,33.0,12,20077
6,2,14.0,0,0,56,5593,310.72222222222223,29.0,23,8144
22,1,14.0,1,0,203,3791,135.39285714285714,31.0,28,28080
18,3,8.0,0,1,125,4665,83.30357142857143,39.0,11,24060
11,3,14.0,1,1,224,4952,95.23076923076923,23.0,26,14084
12,1,9.0,1,1,215,5019,334.6,25.0,27,16072
11,5,14.0,0,0,134,4795,228.33333333333334,30.0,25,13120
18,4,13.0,0,0,101,4235,156.85185185185185,37.0,14,21108
29,5,25.0,0,0,61,4230,76.9090909090909,25.0,9,38057
19,2,14.0,2,0,221,4650,132.85714285714286,33.0,10,24135
8,2,14.0,0,0,160,4641,73.66666666666667,36.0,19,10074
27,3,19.0,0,0,112,4479,72.24193548387096,28.0,21,34083
27,5,14.0,2,0,180,7435,354.04761904761904,17.0,28,34123
0,6,14.0,0,0,200,4685,104.11111111111111,29.0,12,2109
4,3,14.0,3,0,81,4306,143.53333333333333,27.0,12,5059
19,2,10.0,0,0,240,5169,184.60714285714286,37.0,21,25076
22,3,16.0,0,0,123,5172,152.11764705882354,23.0,30,25089
9,4,14.0,1,0,260,6438,338.8421052631579,27.0,16,11127
25,3,23.0,4,0,236,7867,182.95348837209303,24.0,28,29143
22,4,16.0,1,0,84,5162,224.43478260869566,33.0,14,26113
25,1,24.0,0,1,121,4426,77.64912280701755,25.0,15,32099
11,3,5.0,0,1,63,4918,76.84375,36.0,26,14113
0,6,2.0,1,0,205,5672,182.96774193548387,23.0,17,5151
28,2,23.0,0,1,268,4174,69.56666666666666,23.0,28,39112
0,6,14.0,2,0,181,4368,80.88888888888889,24.0,32,3118
11,5,14.0,0,0,119,4345,67.890625,32.0,23,14090
23,5,14.0,4,0,192,4643,72.546875,34.0,28,29108
6,3,14.0,1,0,177,5117,75.25,32.0,10,7148
21,2,14.0,0,0,263,4947,85.29310344827586,25.0,14,30063
10,3,14.0,2,0,145,6018,146.78048780487805,23.0,28,12141
23,4,16.0,0,0,225,5824,232.96,19.0,27,29143
19,4,14.0,2,1,99,5914,281.6190476190476,25.0,26,22134
4,5,3.0,3,1,213,3234,47.55882352941177,20.0,8,5116
14,2,14.0,1,1,182,5647,144.7948717948718,27.0,32,19101
6,2,14.0,1,0,61,5439,82.4090909090909,16.0,26,8132
18,2,12.0,0,0,175,5139,82.88709677419355,25.0,22,23079
26,2,14.0,3,1,263,3714,74.28,24.0,9,34070
18,5,14.0,4,0,94,8656,320.5925925925926,28.0,26,22126
19,4,14.0,1,0,249,3228,46.78260869565217,34.0,24,22115
25,1,19.0,0,1,93,4905,90.83333333333333,34.0,1,36149
6,2,14.0,1,0,184,4985,262.36842105263156,25.0,9,7078
12,3,14.0,0,0,122,4987,84.52542372881356,25.0,10,13087
20,3,14.0,0,0,220,5070,230.45454545454547,27.0,28,23061
0,6,1.0,0,0,172,5276,83.74603174603175,28.0,8,6060
25,2,20.0,0,0,183,6324,316.2,20.0,1,31145
26,5,25.0,0,1,149,4539,113.475,30.0,27,35146
24,3,22.0,0,0,122,5226,137.52631578947367,23.0,24,28097
11,1,14.0,1,1,85,6247,367.47058823529414,29.0,24,15082
18,4,12.0,2,1,223,5842,194.73333333333332,37.0,9,22060
23,1,27.0,0,1,269,5037,109.5,21.0,24,31101
24,2,20.0,0,0,175,6761,422.5625,17.0,19,30115
23,1,15.0,0,1,213,5520,122.66666666666667,20.0,26,33112
15,2,14.0,0,0,228,3275,163.75,18.0,29,19113
18,4,14.0,0,0,239,4738,74.03125,28.0,14,23079
22,3,14.0,0,1,73,7748,368.95238095238096,39.0,32,29138
4,1,14.0,5,1,122,5853,99.20338983050847,19.0,6,5063
7,3,14.0,1,0,243,6256,109.75438596491227,29.0,6,8076
10,4,14.0,3,1,191,4018,58.231884057971016,28.0,6,12119
22,2,14.0,0,0,225,5467,210.26923076923077,26.0,26,29151
16,4,24.0,3,1,82,3936,207.1578947368421,24.0,22,19067
4,3,3.0,1,1,203,5118,196.84615384615384,36.0,17,4078
24,4,18.0,0,1,265,4566,83.01818181818182,42.0,15,29057
16,5,16.0,0,1,220,4532,90.64,26.0,9,22098
17,2,24.0,1,0,262,7836,139.92857142857142,27.0,26,22072
13,1,8.0,1,1,204,6194,221.21428571428572,28.0,19,17140
11,1,10.0,0,1,184,5868,158.59459459459458,26.0,11,14148
5,3,5.0,1,0,230,4011,133.7,35.0,27,6089
15,3,14.0,3,0,116,6946,210.4848484848485,30.0,29,18148
0,6,14.0,3,0,80,4612,153.73333333333332,31.0,26,3076
5,5,2.0,0,1,210,5433,106.52941176470588,35.0,1,7072
30,3,19.0,0,1,230,5365,90.9322033898305,20.0,23,39089
31,5,22.0,1,1,256,4282,83.96078431372548,28.0,14,41140
26,1,24.0,0,1,236,5352,87.73770491803279,34.0,6,36135
18,2,14.0,0,0,86,6477,92.52857142857142,22.0,32,26123
33,5,16.0,1,1,134,3942,96.14634146341463,27.0,25,44116
17,1,14.0,5,1,144,4336,123.88571428571429,21.0,19,23076
17,2,12.0,0,1,102,7501,127.13559322033899,31.0,14,24115
18,3,16.0,0,1,241,4677,73.078125,30.0,26,21114
29,3,16.0,1,1,236,5636,102.47272727272727,28.0,23,35076
10,1,9.0,0,1,180,5400,138.46153846153845,35.0,30,14070
33,2,14.0,0,0,177,4904,306.5,28.0,14,44125
23,3,14.0,1,1,132,6223,90.18840579710145,19.0,26,27100
24,2,19.0,4,0,158,6505,125.09615384615384,21.0,21,30108
22,5,16.0,0,0,188,4280,225.26315789473685,28.0,10,27073
12,5,14.0,1,1,117,9694,387.76,32.0,9,16113
4,5,14.0,3,1,81,5639,100.69642857142857,16.0,3,5126
24,5,27.0,0,0,189,4048,69.79310344827586,20.0,23,31113
7,4,4.0,1,0,115,4988,277.1111111111111,19.0,8,8111
16,4,8.0,0,0,171,3850,226.47058823529412,22.0,24,20145
5,4,3.0,0,0,107,4163,68.24590163934427,18.0,19,6120
20,2,6.0,0,0,60,4508,98.0,17.0,3,28070
16,5,22.0,0,1,200,5734,104.25454545454545,28.0,26,21102
37,2,14.0,0,0,168,6165,128.4375,19.0,1,50099
20,1,14.0,5,0,69,3863,80.47916666666667,31.0,6,25126
21,1,14.0,1,1,141,4293,61.32857142857143,25.0,15,28114
26,5,22.0,2,0,190,2933,48.88333333333333,26.0,12,34070
6,5,4.0,0,1,129,5317,113.12765957446808,28.0,9,8149
15,2,14.0,0,0,179,4609,74.33870967741936,33.0,10,21064
25,2,14.0,0,0,124,4962,91.88888888888889,39.0,26,32137
13,5,14.0,0,0,70,3875,60.546875,26.0,19,17108
8,5,14.0,1,0,111,5125,284.72222222222223,27.0,14,10093
29,4,19.0,4,1,228,6423,123.51923076923077,27.0,20,35101
26,4,14.0,1,0,236,4134,93.95454545454545,26.0,19,30116
33,3,22.0,0,1,152,4842,146.72727272727272,23.0,29,40101
19,4,14.0,0,1,85,7375,111.74242424242425,47.0,24,23086
5,3,7.0,0,1,138,5480,195.71428571428572,28.0,11,6095
24,3,14.0,2,1,141,5245,102.84313725490196,24.0,14,29129
11,2,14.0,3,0,102,5132,88.48275862068965,22.0,13,15141
22,2,21.0,0,0,116,4290,143.0,23.0,25,29148
9,5,11.0,0,0,184,3542,66.83018867924528,33.0,23,11077
13,5,8.0,0,0,145,4894,87.39285714285714,37.0,16,17107
18,5,13.0,1,1,110,4376,89.3061224489796,29.0,26,23073
8,5,14.0,0,0,240,3572,87.1219512195122,29.0,2,10099
13,3,14.0,0,0,124,4565,89.50980392156863,17.0,6,16111
19,3,14.0,0,0,195,6130,340.55555555555554,28.0,12,24149
21,5,10.0,0,0,169,4240,184.34782608695653,22.0,12,29112
17,5,14.0,1,0,86,5030,201.2,34.0,19,21081
25,5,14.0,3,1,229,5485,189.13793103448276,36.0,21,32078
5,3,5.0,3,1,121,4206,127.45454545454545,24.0,23,6069
30,5,14.0,1,1,220,4650,105.68181818181819,49.0,21,39077
21,4,9.0,0,1,97,6131,145.97619047619048,27.0,6,27128
9,2,9.0,0,0,101,6256,99.3015873015873,37.0,26,12098
34,3,18.0,1,0,173,6299,233.2962962962963,36.0,17,40139
10,1,6.0,0,1,252,4885,95.7843137254902,29.0,23,15081
19,1,12.0,0,1,76,5489,85.765625,25.0,32,27124
32,3,14.0,0,0,175,4574,123.62162162162163,32.0,14,39111
22,5,20.0,0,0,71,4595,71.796875,33.0,14,29121
23,3,14.0,2,0,197,4976,115.72093023255815,32.0,30,27116
11,4,14.0,2,0,237,3698,231.125,31.0,28,12100
21,1,14.0,2,1,163,3742,76.36734693877551,17.0,10,28088
34,2,27.0,0,0,131,5168,304.0,45.0,24,46072
16,3,13.0,0,0,174,7732,171.82222222222222,16.0,13,19126
25,3,14.0,0,0,215,4472,178.88,28.0,6,31080
15,5,22.0,0,0,214,4805,102.23404255319149,33.0,17,19119
20,4,14.0,0,1,217,5188,199.53846153846155,25.0,11,23114
9,3,14.0,0,0,154,4185,123.08823529411765,33.0,14,11113
23,3,14.0,0,0,136,3848,66.34482758620689,28.0,23,26114
9,5,7.0,1,1,159,6821,119.66666666666667,25.0,25,12085
12,4,14.0,3,0,135,7567,315.2916666666667,20.0,23,13113
28,4,14.0,1,0,226,4996,121.85365853658537,24.0,10,33103
4,3,3.0,0,0,62,6497,127.3921568627451,30.0,26,4151
27,2,23.0,0,0,206,4880,128.42105263157896,36.0,23,36125
20,1,14.0,0,0,132,4322,135.0625,27.0,6,26124
28,5,27.0,1,0,212,4554,111.07317073170732,24.0,26,36094
26,4,18.0,0,1,227,6176,95.01538461538462,18.0,19,34127
5,1,14.0,2,1,179,5546,231.08333333333334,35.0,27,7145
19,5,15.0,0,1,198,5152,119.81395348837209,24.0,26,26097
24,1,21.0,0,1,243,5100,340.0,33.0,26,31127
5,3,3.0,0,0,245,3391,188.38888888888889,28.0,13,6092
19,2,13.0,1,1,79,5942,297.1,31.0,28,25099
19,1,14.0,0,0,84,4555,116.7948717948718,28.0,12,24110
19,3,14.0,2,0,125,6133,211.48275862068965,24.0,14,22099
32,3,14.0,0,0,269,5574,91.37704918032787,17.0,2,39072
11,1,9.0,0,1,265,4900,83.05084745762711,37.0,9,15103
25,5,27.0,3,0,155,6147,104.1864406779661,15.0,11,32111
23,1,14.0,0,1,254,4237,249.23529411764707,54.0,27,32110
4,4,14.0,1,0,237,3673,111.3030303030303,30.0,25,5138
9,3,5.0,0,1,242,5969,97.85245901639344,55.0,3,11068
6,2,6.0,3,0,182,3912,126.19354838709677,42.0,6,8124
31,4,26.0,0,0,220,5704,116.40816326530613,26.0,30,37101
11,4,14.0,2,0,226,4365,128.38235294117646,27.0,23,13114
25,5,14.0,0,0,185,5786,289.3,29.0,15,32057
30,2,14.0,0,0,120,3590,60.847457627118644,26.0,6,40129
5,2,14.0,3,0,57,5620,156.11111111111111,30.0,6,7084
20,2,14.0,0,0,118,4745,197.70833333333334,31.0,19,28145
18,5,9.0,0,1,250,4411,259.47058823529414,35.0,27,25074
5,1,14.0,0,1,169,6643,166.075,38.0,16,7057
23,2,16.0,1,0,243,5380,173.5483870967742,33.0,32,30068
0,6,14.0,0,0,118,5855,142.8048780487805,33.0,15,3130
33,4,16.0,0,0,266,6411,145.70454545454547,29.0,3,41092
16,2,17.0,0,0,124,3777,179.85714285714286,17.0,6,21087
29,4,23.0,1,1,184,3567,81.06818181818181,19.0,19,35062
12,4,8.0,0,1,210,4116,98.0,29.0,10,14102
15,2,14.0,2,0,137,3138,92.29411764705883,31.0,16,19104
9,4,7.0,0,1,183,4788,85.5,34.0,14,11101
34,1,22.0,0,1,105,6470,359.44444444444446,27.0,26,48086
27,2,14.0,0,0,56,5118,94.77777777777777,25.0,13,36108
30,2,14.0,1,0,81,3680,118.70967741935483,15.0,21,39085
32,1,17.0,1,1,128,4569,76.15,37.0,24,42088
15,5,14.0,1,0,202,5141,190.40740740740742,25.0,24,19133
24,4,19.0,0,0,227,4350,79.0909090909091,17.0,30,30092
0,6,2.0,0,0,119,7112,222.25,34.0,1,12060
5,5,14.0,0,0,170,6387,95.32835820895522,26.0,23,6074
4,4,14.0,0,0,131,6320,134.46808510638297,27.0,10,5062
5,4,3.0,0,1,162,4169,75.8,27.0,26,7131
25,1,14.0,1,0,198,6976,162.2325581395349,27.0,15,33099
5,4,4.0,0,0,176,3397,130.65384615384616,35.0,11,6078
22,3,21.0,0,0,162,7757,119.33846153846154,19.0,30,26149
11,1,14.0,0,0,222,5485,238.47826086956522,33.0,14,16109
25,4,24.0,0,0,194,5459,81.4776119402985,28.0,22,29090
14,3,14.0,2,0,196,4085,177.6086956521739,34.0,10,16126
4,2,14.0,3,0,61,5078,126.95,42.0,21,5104
14,5,14.0,1,0,220,3411,155.04545454545453,26.0,11,18112
13,4,14.0,0,0,250,7417,172.48837209302326,26.0,26,16087
25,2,14.0,0,0,135,5530,81.32352941176471,24.0,30,32147
5,4,1.0,0,0,113,5905,218.7037037037037,16.0,6,6104
9,1,14.0,1,1,180,6244,93.19402985074628,24.0,26,12081
14,3,14.0,0,0,227,4521,82.2,23.0,27,16063
19,3,14.0,0,0,93,5003,94.39622641509433,27.0,18,22070
5,1,14.0,1,1,204,4593,109.35714285714286,30.0,5,7088
19,3,15.0,0,0,210,4525,92.34693877551021,40.0,32,22137
18,1,13.0,0,1,116,4319,74.46551724137932,37.0,27,23095
17,2,14.0,0,0,134,3965,62.93650793650794,27.0,19,22151
15,4,14.0,1,0,197,6276,90.95652173913044,24.0,14,17067
4,4,14.0,2,0,223,4704,134.4,35.0,19,5139
17,3,14.0,0,0,267,4101,241.23529411764707,24.0,28,21143
20,5,14.0,0,0,114,4933,137.02777777777777,25.0,26,26132
23,4,17.0,1,1,256,5126,222.8695652173913,28.0,18,27072
18,1,14.0,0,0,161,5189,123.54761904761905,33.0,28,23128
22,3,14.0,0,0,60,4475,235.52631578947367,28.0,14,27122
30,3,18.0,0,0,186,4627,67.05797101449275,36.0,28,38063
22,3,16.0,0,1,71,4462,178.48,29.0,23,29112
9,4,8.0,0,0,59,3137,89.62857142857143,23.0,2,11079
25,1,14.0,1,0,63,4791,72.5909090909091,28.0,14,33097
12,3,9.0,0,0,250,3992,57.85507246376812,31.0,26,15083
6,4,6.0,1,1,261,5381,79.13235294117646,31.0,14,7122
9,5,14.0,0,0,65,4526,75.43333333333334,41.0,19,12123
8,5,5.0,1,0,105,3343,60.78181818181818,19.0,30,11140
25,5,23.0,0,1,235,4291,204.33333333333334,23.0,12,33114
16,5,14.0,0,0,93,4303,75.49122807017544,18.0,11,20141
0,6,14.0,1,0,181,4211,263.1875,22.0,23,3105
20,4,14.0,0,0,141,4176,107.07692307692308,40.0,28,24088
12,1,14.0,0,0,160,5734,97.1864406779661,34.0,14,17066
16,1,12.0,0,1,205,4986,90.65454545454546,19.0,19,23102
7,2,4.0,1,0,181,4418,142.51612903225808,18.0,3,9075
20,2,7.0,0,0,187,3403,200.1764705882353,24.0,26,28124
27,5,26.0,1,0,105,5700,95.0,26.0,27,35123
9,5,9.0,0,0,56,5747,155.32432432432432,34.0,19,12150
19,2,6.0,0,0,75,3448,118.89655172413794,26.0,6,27112
21,3,21.0,0,0,225,5393,131.53658536585365,28.0,6,25095
25,2,14.0,1,0,96,5667,97.70689655172414,28.0,9,32063
24,3,21.0,0,1,244,5912,190.70967741935485,36.0,21,28127
12,2,14.0,2,0,241,3500,81.3953488372093,34.0,3,15088
25,4,21.0,0,1,239,5022,98.47058823529412,35.0,1,30121
21,1,14.0,0,0,123,4601,67.66176470588235,30.0,32,28098
11,1,14.0,2,1,162,3963,198.15,23.0,28,15148
17,4,17.0,0,0,201,5565,97.63157894736842,28.0,25,21085
14,3,11.0,0,0,208,5551,135.390243902439,24.0,26,16088
23,2,14.0,0,0,228,4792,184.30769230769232,16.0,23,31097
21,4,13.0,0,0,114,5800,241.66666666666666,20.0,9,27106
20,4,16.0,0,0,191,7168,152.51063829787233,30.0,28,23066
18,2,12.0,0,0,124,4257,118.25,30.0,26,24071
21,5,14.0,0,0,73,5449,102.81132075471699,33.0,28,29103
18,1,14.0,0,1,120,6048,403.2,46.0,28,26103
20,4,14.0,0,0,142,5105,141.80555555555554,23.0,17,23075
15,5,14.0,0,0,256,5729,163.68571428571428,30.0,32,19124
6,5,3.0,1,1,111,5261,202.34615384615384,22.0,32,9089
38,4,14.0,0,0,90,4830,161.0,21.0,32,48096
24,2,14.0,1,0,258,7729,157.73469387755102,36.0,21,31145
9,4,9.0,1,1,144,4086,113.5,27.0,10,11137
25,1,20.0,0,1,249,6100,277.27272727272725,34.0,29,32087
22,1,14.0,0,0,100,4246,124.88235294117646,45.0,17,29129
25,3,14.0,0,0,201,4446,69.46875,27.0,6,28117
5,5,14.0,2,1,223,5882,173.0,21.0,28,6062
19,1,13.0,4,1,62,4566,169.11111111111111,35.0,23,24086
17,1,14.0,0,0,134,5695,101.69642857142857,28.0,26,24149
10,5,9.0,1,0,83,9582,195.55102040816325,24.0,6,13138
7,4,14.0,2,0,264,4468,73.24590163934427,25.0,19,8126
24,4,19.0,0,0,162,3358,104.9375,32.0,26,28072
39,3,14.0,0,0,120,5569,139.225,34.0,32,49081
18,4,17.0,0,1,55,3754,59.58730158730159,28.0,19,22104
4,5,14.0,3,1,183,5098,115.86363636363636,31.0,26,5145
20,5,11.0,0,0,197,3814,108.97142857142858,39.0,29,25144
23,5,23.0,2,0,59,4628,210.36363636363637,40.0,3,29099
21,1,9.0,0,1,68,5498,124.95454545454545,25.0,28,30069
13,1,14.0,1,0,86,6223,119.67307692307692,27.0,31,16057
16,5,14.0,4,0,200,4166,109.63157894736842,28.0,12,20075
22,2,14.0,0,0,204,4754,237.7,28.0,32,29059
13,2,14.0,0,0,127,5585,372.3333333333333,25.0,11,16102
25,5,14.0,0,0,154,5930,89.84848484848484,20.0,1,32081
26,4,14.0,0,0,158,4442,120.05405405405405,30.0,10,33126
8,2,14.0,0,0,91,4486,73.54098360655738,33.0,30,11110
16,1,14.0,0,0,181,5012,79.55555555555556,29.0,11,21072
24,2,20.0,2,0,66,3643,60.71666666666667,31.0,32,30097
12,2,4.0,0,0,57,3173,52.01639344262295,28.0,14,16118
9,4,6.0,2,0,175,5696,138.9268292682927,27.0,12,11061
12,1,14.0,2,1,126,4220,98.13953488372093,29.0,24,15105
5,4,14.0,3,0,72,5430,82.27272727272727,40.0,1,6119
15,3,6.0,1,0,58,6912,172.8,27.0,25,19071
7,3,11.0,4,0,68,5493,228.875,19.0,18,8113
30,2,23.0,0,0,206,5009,192.65384615384616,22.0,14,40150
25,5,17.0,0,0,105,4155,159.80769230769232,38.0,19,32080
9,4,6.0,0,0,267,4746,206.34782608695653,20.0,26,10123
4,5,2.0,0,0,58,5040,86.89655172413794,30.0,27,5083
14,1,14.0,2,1,94,3836,81.61702127659575,26.0,17,19058
18,2,14.0,0,0,101,6031,231.96153846153845,30.0,9,22151
5,2,14.0,0,0,263,4572,99.3913043478261,20.0,13,6128
8,5,10.0,1,0,188,4646,70.39393939393939,21.0,3,10059
31,4,20.0,0,1,111,3853,60.203125,31.0,8,41128
25,1,14.0,3,0,207,4936,93.13207547169812,27.0,17,31072
10,4,14.0,2,0,136,3984,81.3061224489796,27.0,10,11098
22,1,14.0,0,0,81,4944,274.6666666666667,50.0,13,30149
30,5,20.0,1,0,142,4821,253.73684210526315,18.0,2,40110
0,6,0.0,1,0,151,3669,61.15,23.0,26,6137
