Location_type,WH_capacity_size,zone,WH_regional_zone,num_refill_req_l3m,transport_issue_l1y,Competitor_in_mkt,retail_shop_num,wh_owner_type,distributor_num,flood_impacted,flood_proof,electric_supply,dist_from_hub,workers_num,storage_issue_reported_l3m,temp_reg_mach,approved_wh_govt_certificate,wh_breakdown_l3m,govt_check_l3m,product_wg_ton,wh_age
Rural,Large,North,Zone 6,5,0,3,3901,Company Owned,15,0,0,1,68,26.0,23,0,B+,3,28,29116,23.0
Rural,Small,East,Zone 6,3,0,5,4176,Company Owned,35,0,0,1,255,45.0,4,1,C,1,15,6095,3.0
Rural,Large,North,Zone 6,6,1,2,4251,Rented,28,0,0,1,180,21.0,22,0,B+,3,23,26064,14.0
Rural,Mid,West,Zone 4,1,0,2,6297,Company Owned,39,0,0,0,108,23.0,35,0,A+,3,11,46079,14.0
Urban,Mid,West,Zone 4,1,0,2,6304,Company Owned,33,0,0,0,69,36.0,18,0,A,4,11,23109,14.0
Rural,Large,West,Zone 6,7,0,6,5443,Company Owned,24,0,0,1,84,27.0,17,1,A+,6,6,22146,12.0
Rural,Large,North,Zone 5,0,0,4,4390,Rented,68,1,0,1,258,37.0,6,0,A+,6,24,7130,14.0
Rural,Mid,South,Zone 3,7,2,3,5872,Company Owned,26,0,0,1,210,21.0,5,1,A+,5,27,7069,14.0
Rural,Mid,North,Zone 3,7,5,3,6684,Company Owned,67,0,0,1,61,35.0,14,1,A+,2,27,19111,14.0
Rural,Small,South,Zone 6,6,0,2,3656,Company Owned,47,0,0,1,120,31.0,39,0,B+,3,9,49108,26.0
Rural,Large,South,Zone 5,0,0,3,2745,Rented,65,1,0,0,165,45.0,23,0,B+,6,25,26111,14.0
Rural,Large,South,Zone 6,6,0,2,5069,Company Owned,62,0,0,1,158,27.0,26,0,A,3,29,35084,25.0
Rural,Large,North,Zone 6,6,3,3,6444,Company Owned,69,1,0,1,166,44.0,5,0,A,2,28,7091,5.0
Rural,Mid,South,Zone 2,3,0,2,7893,Company Owned,61,0,0,1,230,25.0,24,1,A,3,12,34121,11.0
Rural,Large,South,Zone 5,7,0,3,4646,Company Owned,25,1,0,1,125,32.0,34,0,B,2,25,42109,19.0
Rural,Large,North,Zone 6,6,0,2,8532,Company Owned,57,1,1,1,229,45.0,10,0,A,1,6,14077,7.0
Rural,Small,North,Zone 1,7,1,3,4436,Rented,50,0,0,0,236,17.0,19,0,A,2,21,24099,14.0
Rural,Large,South,Zone 6,3,0,4,4122,Rented,70,0,0,1,82,55.0,18,1,A+,5,29,24143,14.0
Rural,Small,South,Zone 1,2,0,1,4921,Company Owned,42,0,0,0,66,27.0,28,0,A,5,21,38097,14.0
Rural,Small,North,Zone 6,7,0,3,3877,Company Owned,24,0,0,1,240,27.0,26,1,A+,3,9,36115,23.0
Rural,Large,West,Zone 5,5,0,8,4352,Rented,25,0,0,0,132,21.0,6,1,A+,3,25,8106,4.0
Rural,Mid,West,Zone 4,8,0,3,4847,Company Owned,59,0,0,1,152,32.0,10,0,A,5,11,14112,9.0
Rural,Mid,North,Zone 3,6,1,2,4804,Rented,49,0,0,0,154,17.0,24,0,A,3,27,30091,14.0
Rural,Mid,North,Zone 2,7,0,2,7614,Company Owned,61,0,0,1,158,22.0,11,1,A+,4,1,16095,7.0
Urban,Mid,West,Zone 2,5,0,4,4340,Rented,69,0,0,1,144,29.0,19,1,A+,3,1,27062,8.0
Rural,Large,North,Zone 6,8,0,3,5397,Rented,43,0,0,1,256,25.0,14,0,B+,3,23,17083,8.0
Rural,Mid,West,Zone 4,6,2,3,4650,Company Owned,63,1,0,1,253,26.0,29,1,A+,4,11,39134,19.0
Rural,Mid,West,Zone 4,7,0,2,7505,Rented,36,0,0,0,153,23.0,24,1,A+,3,11,31138,20.0
Rural,Large,West,Zone 5,7,0,4,4382,Company Owned,21,0,0,0,77,27.0,24,0,B,6,14,28056,27.0
Rural,Small,North,Zone 1,2,0,4,5708,Rented,35,0,0,0,57,20.0,19,0,A+,5,31,26134,14.0
Rural,Small,North,Zone 6,0,1,2,6696,Rented,65,0,0,0,206,38.0,4,0,C,2,13,5112,14.0
Rural,Large,South,Zone 6,8,0,2,6287,Rented,19,0,0,1,154,30.0,27,0,A,4,23,34073,22.0
Rural,Large,North,Zone 6,8,3,2,6212,Company Owned,33,0,0,1,130,24.0,5,0,B,5,28,6077,14.0
Rural,Small,North,Zone 1,3,0,3,4610,Rented,31,0,0,0,118,19.0,15,1,A+,5,3,21108,16.0
Urban,Mid,West,Zone 4,6,0,2,4816,Company Owned,22,0,0,1,248,31.0,22,0,B+,5,26,25095,25.0
Rural,Large,South,Zone 5,8,0,3,5213,Rented,69,0,0,0,153,22.0,11,1,C,1,25,16080,5.0
Rural,Small,North,Zone 6,8,0,2,4785,Company Owned,48,0,0,1,94,36.0,20,0,B+,5,8,23120,14.0
Rural,Small,West,Zone 1,7,0,4,3881,Company Owned,63,0,0,1,57,30.0,0,0,Unknown,0,3,5088,2.0
Rural,Large,South,Zone 6,0,3,2,4152,Rented,46,0,0,0,256,17.0,26,0,C,5,23,33125,14.0
Rural,Mid,North,Zone 4,2,0,2,5663,Rented,23,0,0,0,63,18.0,8,1,A+,2,26,11105,14.0
Rural,Small,South,Zone 1,6,1,3,3438,Company Owned,50,0,0,1,163,28.0,17,1,B+,5,16,21094,8.0
Rural,Large,North,Zone 6,7,3,3,4894,Company Owned,26,0,0,1,234,30.0,24,1,A+,4,29,30065,24.0
Rural,Small,North,Zone 6,5,0,4,5484,Company Owned,47,0,0,1,89,40.0,4,1,A,3,9,5072,4.0
Rural,Large,North,Zone 5,6,0,4,5552,Rented,61,0,0,1,197,28.0,6,1,A,2,17,8105,2.0
Urban,Mid,North,Zone 3,8,0,2,6224,Company Owned,45,0,0,0,61,23.0,32,0,B,4,27,40061,26.0
Rural,Mid,North,Zone 3,1,0,4,5453,Rented,20,0,0,0,241,27.0,23,0,B,4,27,28096,14.0
Rural,Large,North,Zone 6,8,1,2,4488,Company Owned,69,0,0,0,245,33.0,9,0,A,2,28,12128,9.0
Rural,Mid,North,Zone 4,6,0,3,7649,Company Owned,68,0,0,1,237,55.0,19,1,C,5,26,27087,15.0
Rural,Large,West,Zone 6,1,1,3,4667,Company Owned,65,0,0,1,210,24.0,12,1,A,3,6,16151,14.0
Rural,Mid,South,Zone 3,1,0,2,2572,Company Owned,34,0,0,1,70,29.0,26,0,B,4,19,30140,14.0
Rural,Large,North,Zone 5,4,0,3,4655,Company Owned,16,0,0,1,98,29.0,26,1,A,2,25,33104,21.0
Rural,Mid,North,Zone 4,1,1,2,4995,Rented,46,0,0,1,258,36.0,8,1,C,3,26,10144,14.0
Rural,Mid,South,Zone 4,4,0,2,4177,Company Owned,46,1,0,1,247,34.0,5,0,C,2,11,6151,4.0
Rural,Large,South,Zone 5,3,0,2,7499,Company Owned,58,0,0,0,76,28.0,25,0,A,3,10,34091,18.0
Rural,Small,South,Zone 6,8,1,2,4992,Rented,38,0,0,1,209,27.0,25,1,C,4,9,33057,27.0
Rural,Small,South,Zone 6,5,4,2,6745,Rented,32,0,0,0,183,20.0,9,0,B+,6,2,11126,14.0
Rural,Mid,North,Zone 4,1,0,3,4654,Company Owned,31,1,0,1,241,35.0,11,0,B,3,26,13085,14.0
Rural,Large,South,Zone 6,2,0,2,3161,Company Owned,45,0,0,1,139,33.0,4,1,C,1,23,5112,14.0
Rural,Mid,South,Zone 2,4,2,2,4633,Company Owned,23,0,0,1,157,22.0,23,0,A,4,32,30068,19.0
Rural,Large,West,Zone 6,4,1,2,5317,Company Owned,37,0,0,1,268,26.0,28,0,B,5,23,34097,23.0
Rural,Large,South,Zone 5,2,0,3,2850,Company Owned,58,0,0,0,255,21.0,19,0,A+,5,14,25144,14.0
Rural,Large,West,Zone 5,3,0,3,2657,Rented,43,0,0,1,146,48.0,0,0,Unknown,0,10,7141,2.0
Rural,Large,North,Zone 5,2,3,2,5282,Company Owned,59,0,0,1,59,25.0,5,0,A+,6,24,6072,14.0
Urban,Large,North,Zone 6,7,1,3,9619,Company Owned,44,0,0,0,238,41.0,7,0,C,2,23,9102,9.0
Rural,Large,North,Zone 6,1,2,4,4481,Rented,70,0,0,0,112,40.0,29,1,A+,5,28,39125,14.0
Rural,Mid,North,Zone 4,5,0,4,3408,Rented,60,0,0,1,226,31.0,25,1,B,6,26,30070,24.0
Rural,Mid,West,Zone 3,3,0,4,4457,Rented,69,0,0,0,185,16.0,32,0,A,4,19,43067,23.0
Rural,Mid,West,Zone 3,6,0,6,5035,Rented,21,0,0,1,117,34.0,23,1,C,4,19,30099,14.0
Rural,Large,South,Zone 6,2,2,4,3510,Company Owned,38,1,0,1,232,25.0,4,0,B+,3,29,4102,14.0
Rural,Mid,South,Zone 2,4,4,3,6458,Company Owned,66,0,0,1,93,35.0,25,1,A,2,32,32127,14.0
Rural,Large,North,Zone 5,8,0,4,5165,Company Owned,69,0,0,0,76,22.0,25,0,C,5,14,32134,26.0
Rural,Mid,West,Zone 3,5,0,4,3367,Company Owned,50,0,0,1,164,30.0,24,0,B,3,19,28100,21.0
Rural,Mid,North,Zone 4,6,1,3,6393,Rented,51,0,0,0,137,23.0,11,0,A,2,26,15110,8.0
Rural,Large,North,Zone 6,7,0,4,4473,Rented,15,0,0,0,257,25.0,17,0,B,4,29,21145,14.0
Rural,Large,North,Zone 5,2,0,2,5999,Company Owned,21,0,0,1,151,22.0,11,0,B,1,14,12143,14.0
Rural,Large,South,Zone 5,3,0,3,3940,Company Owned,66,0,0,1,204,25.0,28,0,C,2,10,37121,19.0
Rural,Small,East,Zone 1,0,1,3,4924,Rented,16,0,1,1,157,26.0,20,0,C,6,16,26140,14.0
Rural,Large,West,Zone 5,4,0,3,4375,Company Owned,25,0,0,0,250,27.0,39,1,A+,5,14,54150,23.0
Rural,Mid,North,Zone 4,5,0,4,7613,Company Owned,58,0,0,1,121,41.0,5,0,A,1,26,6094,4.0
Rural,Mid,South,Zone 4,3,0,2,5407,Rented,63,0,0,1,69,29.0,0,0,Unknown,0,26,3135,14.0
Rural,Large,North,Zone 5,0,0,2,5275,Company Owned,65,0,0,0,96,28.0,14,0,C,4,17,19058,14.0
Rural,Large,North,Zone 6,7,0,4,4785,Company Owned,48,1,0,1,221,31.0,5,0,B,3,29,7113,5.0
Rural,Large,North,Zone 6,7,0,3,5222,Rented,38,0,0,1,218,35.0,15,0,C,4,28,20086,14.0
Rural,Large,North,Zone 5,6,0,2,6690,Rented,37,0,0,0,141,16.0,12,0,B,1,24,15072,4.0
Rural,Large,South,Zone 5,8,3,2,5557,Rented,41,0,0,1,83,31.0,25,0,A,5,10,31132,21.0
Rural,Small,West,Zone 6,0,0,5,7039,Rented,70,1,0,1,148,28.0,6,0,C,6,15,8148,14.0
Rural,Large,South,Zone 5,6,1,2,4550,Rented,31,0,0,0,228,19.0,37,1,A+,6,25,49069,25.0
Rural,Mid,West,Zone 3,2,0,3,3907,Company Owned,46,0,0,1,136,20.0,24,1,C,2,19,34058,14.0
Rural,Mid,East,Zone 4,4,3,5,4241,Company Owned,69,1,0,1,178,24.0,5,1,A,6,26,7055,14.0
Rural,Large,West,Zone 5,8,0,6,4348,Company Owned,37,0,0,0,244,25.0,14,0,B+,6,5,16072,9.0
Rural,Mid,West,Zone 3,6,0,3,5017,Company Owned,59,0,0,1,175,23.0,20,0,C,4,19,25118,11.0
Rural,Small,North,Zone 1,6,3,7,5102,Company Owned,20,0,0,1,259,34.0,19,0,C,6,3,24100,14.0
Rural,Small,South,Zone 1,7,2,2,4880,Company Owned,49,0,0,1,218,25.0,6,1,C,3,21,8142,2.0
Urban,Large,North,Zone 5,0,0,2,5183,Rented,16,0,0,1,64,25.0,32,0,A,3,14,41114,14.0
Rural,Large,West,Zone 6,7,1,4,4302,Rented,67,0,0,0,225,23.0,5,0,C,5,23,7106,14.0
Rural,Large,North,Zone 6,0,0,2,5206,Rented,44,0,0,1,195,16.0,9,0,A,4,23,12143,14.0
Rural,Large,West,Zone 6,3,0,3,4154,Company Owned,23,0,0,1,162,27.0,24,1,A+,5,23,34089,26.0
Rural,Small,North,Zone 6,5,1,2,5604,Company Owned,29,0,0,1,241,29.0,21,1,C,3,15,28101,14.0
Rural,Mid,North,Zone 3,0,0,4,3476,Rented,33,0,0,0,206,12.0,8,0,C,2,19,10098,14.0
Urban,Small,West,Zone 1,3,0,3,4741,Company Owned,19,0,0,1,95,49.0,16,0,C,1,3,21105,12.0
Rural,Large,West,Zone 5,0,0,3,3082,Rented,19,0,0,1,245,21.0,18,0,C,6,5,23111,14.0
Rural,Small,North,Zone 6,3,0,4,8169,Rented,68,0,0,1,242,30.0,18,0,B+,5,13,21138,12.0
Rural,Small,North,Zone 6,7,0,4,5030,Rented,34,0,0,0,100,27.0,20,1,C,2,15,28111,11.0
Rural,Mid,North,Zone 4,1,3,2,6133,Company Owned,49,0,1,1,80,32.0,15,0,B,5,26,17141,14.0
Rural,Small,North,Zone 6,4,0,4,3918,Company Owned,67,0,0,0,94,28.0,10,0,B,6,13,12099,5.0
Rural,Small,West,Zone 6,0,0,5,5467,Rented,21,0,0,1,98,25.0,7,0,C,2,9,9088,14.0
Rural,Mid,West,Zone 4,6,0,4,4225,Company Owned,26,0,0,1,168,26.0,25,1,A+,5,26,32059,18.0
Urban,Small,South,Zone 6,4,1,2,3763,Rented,60,0,0,1,144,28.0,15,0,B+,3,9,18072,11.0
Rural,Large,West,Zone 5,8,0,5,4527,Rented,62,0,0,0,183,23.0,0,0,Unknown,0,10,8076,2.0
Rural,Large,West,Zone 6,5,0,3,4343,Rented,52,0,0,0,56,31.0,18,1,B+,6,23,23115,14.0
Rural,Large,North,Zone 5,4,0,2,6352,Rented,64,0,0,1,107,26.0,6,1,C,2,24,9109,3.0
Rural,Mid,South,Zone 2,8,4,3,5618,Company Owned,54,0,0,1,68,25.0,6,1,C,1,32,7126,3.0
Rural,Small,West,Zone 6,6,1,2,3981,Rented,27,0,0,1,118,21.0,21,0,C,4,15,28071,22.0
Rural,Mid,South,Zone 2,8,3,4,4365,Company Owned,43,0,0,1,188,31.0,24,1,A+,6,22,31129,23.0
Urban,Large,South,Zone 5,7,0,2,5186,Company Owned,50,0,0,1,81,20.0,31,1,B+,3,25,40149,22.0
Rural,Small,West,Zone 6,0,0,3,3475,Rented,40,0,0,0,245,19.0,37,0,A+,4,2,50133,14.0
Rural,Large,North,Zone 5,0,0,2,5485,Company Owned,15,0,0,1,266,20.0,9,0,B+,3,24,11096,14.0
Rural,Large,West,Zone 6,8,0,3,3740,Rented,17,0,0,1,134,28.0,18,0,A,2,6,26121,8.0
Rural,Large,North,Zone 6,3,0,3,5597,Rented,67,0,0,1,111,25.0,12,0,B,5,29,15080,5.0
Rural,Small,South,Zone 6,5,0,2,5514,Rented,20,0,0,1,223,33.0,25,0,B+,5,2,31103,21.0
Rural,Large,North,Zone 6,8,0,2,5695,Rented,63,0,0,0,214,21.0,37,0,B,3,23,46110,25.0
Rural,Large,North,Zone 5,2,2,3,6068,Company Owned,65,0,0,1,226,29.0,21,0,C,5,24,27119,14.0
Rural,Mid,West,Zone 2,5,0,4,4570,Rented,49,0,0,1,175,28.0,5,0,B,1,12,6087,5.0
Rural,Mid,South,Zone 2,0,0,2,6627,Company Owned,19,0,0,1,138,64.0,30,0,B+,6,32,37059,14.0
Rural,Mid,West,Zone 2,6,0,3,4547,Rented,17,0,0,0,182,29.0,22,0,A,2,1,28121,20.0
Rural,Large,North,Zone 5,7,0,4,4707,Rented,63,0,0,0,61,24.0,11,1,A+,2,24,16126,6.0
Rural,Mid,North,Zone 4,7,3,4,3364,Rented,64,0,1,1,106,26.0,11,1,A,3,26,15078,9.0
Rural,Mid,West,Zone 4,3,0,4,3614,Company Owned,42,0,0,1,185,23.0,19,1,B+,3,26,22121,14.0
Rural,Small,North,Zone 1,2,2,5,4093,Rented,32,0,0,1,167,43.0,13,0,C,6,3,16119,14.0
Rural,Large,West,Zone 6,2,0,2,5642,Company Owned,23,0,0,1,143,28.0,5,0,C,2,23,7091,14.0
Rural,Large,South,Zone 5,6,0,3,5624,Company Owned,41,1,0,1,231,29.0,29,0,B+,5,25,36086,19.0
Rural,Small,North,Zone 6,6,1,3,6844,Company Owned,55,0,0,1,161,28.0,6,1,A+,3,9,9097,14.0
Rural,Small,North,Zone 1,6,1,3,7083,Company Owned,42,0,0,1,132,35.0,5,1,C,2,3,7121,2.0
Rural,Mid,North,Zone 2,5,0,5,4329,Rented,54,0,0,0,222,20.0,39,0,A,6,12,53124,24.0
Rural,Large,North,Zone 6,0,1,2,5133,Company Owned,61,0,0,1,74,34.0,5,0,C,3,29,6106,14.0
Rural,Large,North,Zone 6,7,0,2,5450,Rented,47,1,0,1,268,27.0,14,1,B+,2,28,17108,7.0
Rural,Large,North,Zone 5,8,0,3,3516,Company Owned,17,0,0,1,230,25.0,7,1,C,3,25,10094,5.0
Rural,Mid,West,Zone 3,7,0,3,4823,Rented,42,0,0,0,137,23.0,23,1,A+,3,19,32133,19.0
Rural,Mid,South,Zone 2,8,1,3,6002,Rented,59,0,1,0,139,35.0,13,1,A+,5,22,17059,14.0
Rural,Large,North,Zone 6,6,0,2,6988,Company Owned,55,1,1,1,56,29.0,0,0,Unknown,0,6,7147,0.0
Rural,Large,West,Zone 5,3,0,2,6664,Rented,31,0,0,0,241,21.0,35,0,B+,2,14,44090,27.0
Rural,Mid,West,Zone 3,8,0,3,4615,Company Owned,52,0,0,1,205,22.0,26,0,A,3,19,35062,21.0
Rural,Mid,North,Zone 4,5,0,4,4211,Rented,57,0,0,1,88,28.0,0,0,Unknown,0,26,8123,1.0
Rural,Mid,West,Zone 4,0,0,6,4394,Company Owned,34,1,0,1,250,33.0,25,0,A,2,11,31111,14.0
Rural,Small,South,Zone 6,1,0,3,5655,Company Owned,43,0,0,1,165,23.0,21,1,B,3,15,28099,14.0
Rural,Large,West,Zone 5,7,1,5,2970,Rented,65,0,0,1,258,25.0,24,0,A,4,14,30089,14.0
Rural,Small,North,Zone 1,6,0,3,4859,Rented,21,0,0,1,252,36.0,29,1,B,4,3,35134,23.0
Rural,Mid,South,Zone 4,2,0,3,3823,Company Owned,59,0,0,1,61,28.0,20,0,C,4,11,25091,14.0
Rural,Large,North,Zone 5,0,0,2,6182,Rented,46,0,0,1,112,33.0,13,0,A+,1,24,18080,14.0
Rural,Mid,West,Zone 4,3,1,2,2940,Company Owned,66,0,0,1,131,32.0,4,0,C,1,26,5110,2.0
Rural,Large,West,Zone 5,0,0,2,3774,Rented,20,0,0,1,204,34.0,12,0,B,1,5,14097,14.0
Rural,Mid,North,Zone 2,5,1,2,6468,Rented,58,0,0,0,147,32.0,18,0,B,5,12,21103,14.0
Rural,Mid,North,Zone 4,2,0,1,6035,Rented,57,0,0,1,194,31.0,24,0,B,2,26,27105,14.0
Rural,Mid,West,Zone 3,4,1,4,4295,Company Owned,54,0,0,1,86,31.0,20,1,A+,5,19,26110,13.0
Rural,Mid,West,Zone 3,0,1,4,3736,Rented,16,0,0,0,219,38.0,19,0,A,5,19,25134,14.0
Rural,Mid,North,Zone 2,8,0,2,3085,Company Owned,57,1,0,1,132,24.0,23,0,C,6,18,31134,18.0
Rural,Large,West,Zone 5,2,3,4,4161,Company Owned,41,0,0,1,198,26.0,15,0,B+,5,10,18056,14.0
Rural,Large,North,Zone 5,3,0,2,6076,Company Owned,30,0,0,1,58,35.0,15,0,B+,6,17,17108,14.0
Rural,Mid,North,Zone 3,4,0,2,5176,Company Owned,20,0,0,1,195,34.0,5,0,C,3,27,7056,6.0
Rural,Large,West,Zone 6,6,0,2,5283,Company Owned,70,0,0,0,78,28.0,18,0,A,3,23,23089,11.0
Rural,Small,South,Zone 6,2,0,2,5277,Rented,27,0,0,0,188,28.0,23,0,B,2,15,28093,14.0
Rural,Large,South,Zone 6,5,0,2,5164,Rented,34,0,0,0,127,29.0,34,0,C,6,29,46060,27.0
Urban,Large,West,Zone 5,5,0,3,4356,Rented,62,0,0,0,113,30.0,18,1,A+,2,14,23073,15.0
Rural,Small,South,Zone 1,0,0,3,6356,Company Owned,58,0,0,1,134,31.0,10,0,B,6,21,12112,14.0
Urban,Mid,South,Zone 4,1,0,2,4439,Rented,54,0,0,1,143,28.0,9,0,A,5,26,11130,14.0
Rural,Mid,West,Zone 2,0,0,4,5335,Company Owned,39,0,0,0,256,21.0,23,0,B+,2,18,29104,14.0
Rural,Mid,West,Zone 4,8,3,2,5251,Rented,47,0,0,1,253,25.0,6,1,A+,4,26,8123,4.0
Rural,Large,South,Zone 5,4,0,6,4549,Company Owned,28,0,0,1,179,31.0,24,1,A+,3,14,31099,21.0
Rural,Mid,West,Zone 4,5,2,2,4916,Rented,48,0,1,1,94,31.0,6,0,A,1,11,8057,14.0
Rural,Large,North,Zone 6,1,0,3,4389,Rented,20,0,0,0,206,29.0,15,1,A+,6,28,22091,14.0
Rural,Mid,West,Zone 4,8,0,2,4029,Rented,66,0,0,0,213,20.0,34,1,C,5,26,48083,21.0
Rural,Mid,West,Zone 2,6,3,6,3238,Rented,23,0,0,1,209,33.0,18,0,B,5,12,20077,13.0
Rural,Large,North,Zone 6,1,0,2,5593,Company Owned,18,0,0,1,56,29.0,6,0,A,2,23,8144,14.0
Rural,Large,North,Zone 6,1,1,3,3791,Company Owned,28,0,0,1,203,31.0,22,0,A+,4,28,28080,14.0
Rural,Mid,West,Zone 4,4,0,6,4665,Company Owned,56,0,0,1,125,39.0,18,1,B+,6,11,24060,8.0
Rural,Mid,South,Zone 4,3,1,4,4952,Company Owned,52,0,0,1,224,23.0,11,1,B+,4,26,14084,14.0
Rural,Mid,North,Zone 3,6,1,2,5019,Company Owned,15,0,0,0,215,25.0,12,1,A+,5,27,16072,9.0
Rural,Large,South,Zone 5,1,0,1,4795,Company Owned,21,0,0,1,134,30.0,11,0,C,2,25,13120,14.0
Rural,Large,North,Zone 5,5,0,3,4235,Company Owned,27,0,0,1,101,37.0,18,0,B,5,14,21108,13.0
Rural,Small,North,Zone 6,5,0,3,4230,Rented,55,1,0,0,61,25.0,29,0,C,4,9,38057,25.0
Rural,Large,West,Zone 5,0,2,2,4650,Rented,35,0,0,1,221,33.0,19,0,A,3,10,24135,14.0
Rural,Mid,West,Zone 3,0,0,3,4641,Company Owned,63,1,0,1,160,36.0,8,0,A,2,19,10074,14.0
Rural,Small,South,Zone 1,6,0,2,4479,Company Owned,62,1,0,1,112,28.0,27,0,B+,6,21,34083,19.0
Rural,Large,North,Zone 6,5,2,2,7435,Company Owned,21,0,0,0,180,17.0,27,0,C,6,28,34123,14.0
Rural,Mid,West,Zone 2,1,0,5,4685,Rented,45,0,0,0,200,29.0,0,0,Unknown,0,12,2109,14.0
Rural,Mid,North,Zone 2,7,3,2,4306,Company Owned,30,0,0,0,81,27.0,4,0,B+,3,12,5059,14.0
Urban,Small,North,Zone 1,6,0,4,5169,Rented,28,0,0,1,240,37.0,19,0,A,5,21,25076,10.0
Rural,Small,North,Zone 1,4,0,4,5172,Company Owned,34,0,0,0,123,23.0,22,0,B+,2,30,25089,16.0
Rural,Small,North,Zone 1,1,1,4,6438,Company Owned,19,0,0,1,260,27.0,9,0,B,5,16,11127,14.0
Rural,Large,North,Zone 6,6,4,2,7867,Company Owned,43,0,0,0,236,24.0,25,0,B+,3,28,29143,23.0
Rural,Large,West,Zone 5,3,1,4,5162,Company Owned,23,0,0,0,84,33.0,22,0,B,6,14,26113,16.0
Rural,Small,West,Zone 6,4,0,4,4426,Company Owned,57,0,0,1,121,25.0,25,1,A+,4,15,32099,24.0
Urban,Mid,North,Zone 4,4,0,2,4918,Company Owned,64,1,1,1,63,36.0,11,1,B+,5,26,14113,5.0
Rural,Large,North,Zone 5,8,1,2,5672,Company Owned,31,0,0,1,205,23.0,0,0,Unknown,0,17,5151,2.0
Rural,Large,North,Zone 6,6,0,2,4174,Rented,60,0,0,1,268,23.0,28,1,A,3,28,39112,23.0
Rural,Mid,South,Zone 2,6,2,2,4368,Company Owned,54,1,0,1,181,24.0,0,0,Unknown,0,32,3118,14.0
Rural,Large,West,Zone 6,2,0,3,4345,Rented,64,0,0,1,119,32.0,11,0,C,2,23,14090,14.0
Rural,Large,North,Zone 6,5,4,3,4643,Company Owned,64,0,0,1,192,34.0,23,0,C,3,28,29108,14.0
Rural,Large,South,Zone 5,5,1,2,5117,Company Owned,68,0,0,1,177,32.0,6,0,B+,2,10,7148,14.0
Rural,Large,West,Zone 5,0,0,4,4947,Company Owned,58,0,0,1,263,25.0,21,0,A,4,14,30063,14.0
Rural,Large,North,Zone 6,8,2,4,6018,Company Owned,41,0,0,0,145,23.0,10,0,B+,3,28,12141,14.0
Rural,Mid,North,Zone 3,5,0,3,5824,Rented,25,0,0,0,225,19.0,23,0,B,3,27,29143,16.0
Rural,Mid,South,Zone 4,3,2,3,5914,Company Owned,21,0,0,1,99,25.0,19,1,B,6,26,22134,14.0
Rural,Small,West,Zone 6,4,3,4,3234,Company Owned,68,0,0,0,213,20.0,4,1,C,2,8,5116,3.0
Rural,Mid,South,Zone 2,8,1,6,5647,Company Owned,39,0,0,1,182,27.0,14,1,A,3,32,19101,14.0
Rural,Mid,North,Zone 4,0,1,3,5439,Rented,66,0,0,0,61,16.0,6,0,A,3,26,8132,14.0
Rural,Mid,North,Zone 2,3,0,4,5139,Rented,62,0,0,0,175,25.0,18,0,A,5,22,23079,12.0
Rural,Small,North,Zone 6,1,3,4,3714,Company Owned,50,0,0,1,263,24.0,26,1,A,3,9,34070,14.0
Rural,Mid,West,Zone 4,0,4,4,8656,Company Owned,27,0,0,1,94,28.0,18,0,C,3,26,22126,14.0
Rural,Large,North,Zone 5,3,1,2,3228,Company Owned,69,1,0,0,249,34.0,19,0,B,3,24,22115,14.0
Rural,Mid,North,Zone 2,8,0,3,4905,Company Owned,54,0,0,1,93,34.0,25,1,A+,3,1,36149,19.0
Rural,Small,North,Zone 6,5,1,3,4985,Company Owned,19,0,0,1,184,25.0,6,0,A,2,9,7078,14.0
Rural,Large,West,Zone 5,6,0,2,4987,Company Owned,59,0,0,1,122,25.0,12,0,B+,3,10,13087,14.0
Rural,Large,North,Zone 6,5,0,2,5070,Company Owned,22,0,1,1,220,27.0,20,0,B+,2,28,23061,14.0
Rural,Small,North,Zone 6,5,0,4,5276,Rented,63,0,0,1,172,28.0,0,0,Unknown,0,8,6060,1.0
Urban,Mid,South,Zone 2,3,0,2,6324,Company Owned,20,0,0,1,183,20.0,25,0,A,5,1,31145,20.0
Rural,Mid,South,Zone 3,4,0,2,4539,Company Owned,40,0,1,1,149,30.0,26,1,C,2,27,35146,25.0
Rural,Large,North,Zone 5,5,0,2,5226,Rented,38,0,0,1,122,23.0,24,0,B+,4,24,28097,22.0
Rural,Large,North,Zone 5,7,1,1,6247,Company Owned,17,0,0,1,85,29.0,11,1,A+,3,24,15082,14.0
Rural,Small,North,Zone 6,5,2,2,5842,Company Owned,30,0,0,1,223,37.0,18,1,B,3,9,22060,12.0
Rural,Large,North,Zone 5,7,0,2,5037,Company Owned,46,0,1,1,269,21.0,23,1,A+,3,24,31101,27.0
Rural,Mid,West,Zone 3,4,0,3,6761,Rented,16,0,0,0,175,17.0,24,0,A,4,19,30115,20.0
Rural,Mid,West,Zone 4,4,0,5,5520,Company Owned,45,0,0,0,213,20.0,23,1,A+,5,26,33112,15.0
Rural,Large,North,Zone 6,0,0,5,3275,Rented,20,0,0,0,228,18.0,15,0,A,2,29,19113,14.0
Rural,Large,South,Zone 5,0,0,4,4738,Rented,64,0,0,1,239,28.0,18,0,B,1,14,23079,14.0
Rural,Mid,South,Zone 2,1,0,2,7748,Company Owned,21,0,0,0,73,39.0,22,1,B+,2,32,29138,14.0
